LEI,Name
213800Y98VED3KSXX710,VICTORIA COMMERCIAL BANK PUBLIC LIMITED COMPANY
213800Y9NLKKGAHPXR62,HENDERSON UNIT TRUSTS LTD
213800Y9TOY3ZBIAGP65,恒生投資管理有限公司
213800YA735GBTUVP579,ALCHEMY SPECIAL OPPORTUNITIES LLP
213800YADX4LJTQR5L62,C-VIEW LIMITED
213800YAX1FFH224FE36,CONSISTENT UNIT TRUST MANAGEMENT COMPANY LIMITED
213800YBD7RIGHY2DK88,PUMA INVESTMENT MANAGEMENT LIMITED
213800YBJ1NPJ6R8G216,SCIOPAY LTD
213800YCDIODNYQ3KN91,CHURCHILL CAPITAL LTD.
213800YD7WP4IMB52K89,TRIOPTIMA AB
213800YDBPLD3YO69A78,DARLINGTON BUILDING SOCIETY
213800YDGKX53231X481,CLARKSONS FUTURES LIMITED
213800YDKF8QAT7S7R14,BANK OF AFRICA MER ROUGE SA
213800YEERKSGMFRTY72,KEY CURRENCY LIMITED
213800YEFD6DCPNNUK73,FAB GLOBAL MARKETS (CAYMAN) LIMITED
213800YEKLOP9E1LRX08,NEDBANK PRIVATE WEALTH LIMITED
213800YET2PHWGWXTS98,ROCKWOOL A/S
213800YEVZJ54GZQT342,NAMIBIA SECURITIES EXCHANGE
213800YFILWI652F2I48,COMMONWEALTH BANK & TRUST LIMITED
213800YGLP66PQFJDE14,EMIL BANCA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA
213800YHAR3DBH4BPS22,Акционерное общество «Altyn Bank»
213800YIJVX7WSX9MI62,VISTA BANK BURKINA
213800YJ9TVFQEK81937,FIN CENTER LIMITED
213800YLJV4Y2T91L225,LONDON MUTUAL CREDIT UNION LIMITED
213800YLY31JBQXIBV41,INVESTMENTS ANALYSIS FINANCIAL SERVICES Α.Ε.Π.Ε.Υ.
213800YMG7E1F48JC136,HAVIN BANK LTD
213800YMKONSUSVXNM63,"RIZZO, FARRUGIA & CO (STOCKBROKERS) LTD"
213800YN74RX5F1QDS49,SCHNEIDER PROPRIETARY TRADING LLP
213800YNEQ72ZY679C22,HEADSTART ADVISERS LTD
213800YNLVGTZYOFC739,LEGACY RHIM LP
213800YPC42DYBKVPF97,HARBOUR ENERGY PLC
213800YPZ1GNQBD19507,BRUMMER MULTI-STRATEGY 2XL (BERMUDA) LTD.
213800YR9S9QWX3WF904,RAYMOND JAMES INVESTMENT SERVICES LIMITED
213800YRA1J9QFBMU217,MARIANA UFP LLP
213800YTVSXYQN17BW16,HONG KONG EXCHANGES AND CLEARING LIMITED
213800YU337IV9KCN470,GROSVENOR INVESTMENT MANAGEMENT LIMITED
213800YUV362W4E1LP46,H & M Hennes & Mauritz GBC AB
213800YVW8TP8WUSIP24,S&W PARTNERS CORPORATE FINANCE LIMITED
213800YWQOYL4VQODV50,ATOM BANK PLC
213800YXL6OGJYA74L69,OPTIVA SECURITIES LIMITED
213800YY211UYDQ9MX35,HANLEY ECONOMIC BUILDING SOCIETY
213800YY7TDIDCNMPQ47,THAYER BROOK PARTNERS LLP
213800YYPFS1TS7BJ393,EDMOND DE ROTHSCHILD CAPITAL HOLDINGS LIMITED
213800YZ3P59EWY75X78,XBZ LIMITED
213800YZBOTFGE38UH93,ABSOLUTE CAPITAL GROUP AG
213800YZE7UX9SHSHE23,TURICUM PRIVATE BANK LIMITED
213800YZFZSL5YVJ5P04,HEARTLAND A/S
213800YZXS7U4QZP6441,BTIG LIMITED
213800Z156GT4VXSGZ89,ACCUNIA FONDSMÆGLERSELSKAB A/S
213800Z1IBI2PWUC8G83,FUSION WEALTH LIMITED
213800Z1OEDYC7RETU96,PHONGSAVANH BANK LIMITED
213800Z1YSZTCTGENQ23,滙豐證券經紀(亞洲)有限公司
213800Z2GUSRPYZB7X42,NORTHLIGHT GROUP LLP
213800Z328UNYNGB9294,REGENTS PARK SECURITIES LTD
213800Z38J623HQWC228,MEGA EQUITY SECURITIES & FINANCIAL SERVICES PUBLIC LTD
213800Z3AIGG6K714R39,ELEMENT ALPHA SA
213800Z3MVLUUB93BX21,CANACCORD GENUITY FINANCIAL LIMITED
213800Z4CO2CZO3M3T10,SPECTRIS PLC
213800Z4WYRFZW2Z7D58,リクイドネット証券株式会社
213800Z5PKJOV7GWXE43,FISKE PLC
213800Z67VYVM8EQ1C25,SEVEN INVESTMENT MANAGEMENT LLP
213800Z6ZVP4TNER8851,RONIN EUROPE LIMITED
213800Z7YENDMEB1M524,COURTIERS ASSET MANAGEMENT LIMITED
213800Z83QIIJHCKE930,MJ HUDSON FUND MANAGEMENT LIMITED
213800Z9KFBIC4EEGW98,ДЕЛТАСТОК
213800ZAC8VAGV4L2K61,EFG PRIVATE BANK LIMITED
213800ZBWY3BU3UUMA42,Nedbank Limited
213800ZCPPE6ZPPGY453,NEDBANK PRIVATE WEALTH LIMITED BRANCH
213800ZCPY5ZNSY5I637,CHARTER COURT FINANCIAL SERVICES LIMITED
213800ZCTFZZZJSK8645,شركة السعودية للصناعات الأساسيه سابك
213800ZD1FHMZ9TPYA58,NOVA INVESTMENT MANAGEMENT LIMITED
213800ZD31YIOEE51B19,ANGLIAN WATER SERVICES LIMITED
213800ZD686TR7FEP983,PARAGON BANK PLC
213800ZDX7ZWPH8IEV51,ANDARIA FINANCIAL SERVICES UK LTD
213800ZE4ZL1UXC4JG65,ASSET MANAGEMENT ONE INTERNATIONAL LTD.
213800ZE6DHELLJ2GO84,"CERBERUS EUROPEAN CAPITAL ADVISORS, LLP"
213800ZESLEC74IL4Y76,ANDARIA FINANCIAL SERVICES LIMITED
213800ZFSFI2GXHEKC65,MBDA FRANCE
213800ZFTXJC7RV9UQ92,RECOGNISE BANK LIMITED
213800ZFZCDD5RS28U68,MGL WALLET LTD
213800ZG6QXSK9G9GO74,PGMS (GLASGOW) LIMITED
213800ZGG2AH4JPXYQ25,FAMILY EQUITY PLAN LIMITED
213800ZIGVOZ992FNQ85,BPCE LIFE
213800ZIMERURQLR2F38,TUI HOLDING SPAIN SL
213800ZIRB79BE5XQM68,LIQUIDNET EUROPE LIMITED
213800ZJDQX7HSUO2P32,BABCOCK MARINE HOLDINGS (UK) LIMITED
213800ZJEUQ8ZOC9AL24,CAPRICORN ENERGY PLC
213800ZKVG732J7QPI31,CFS-ZIPP LIMITED
213800ZL5TGZAJYTLM40,FINANCIAL TRADING & CONSULTANCY LIMITED
213800ZLNNZW8TRDCF23,VIRTU ITG UK LIMITED
213800ZMFJI9XA7GFH58,EQUALS MONEY UK LIMITED
213800ZMKPUV1VKLCT69,MTS S.P.A.
213800ZMQ7HGA4B69H23,KILLIK & CO LLP
213800ZNVCVND3VQE886,萊斯遠東有限公司
213800ZOADXV69DW8Z91,INTERNATIONAL ORGANIZATION FOR MIGRATION
213800ZOEA48MF4DCI88,SCOTTISH WIDOWS ADMINISTRATION SERVICES (NOMINEES) LIMITED
213800ZOI1EW481WPV90,FCM BANK LIMITED
213800ZQ6LTG7N863K85,HSBC CORPORATE FINANCE (HONG KONG) LIMITED
213800ZRN9VPAEIME121,WARWYCK PRIVATE BANK LTD
213800ZRRQ8OQ4BX6F75,"NODUS INTERNATIONAL BANK, INC."
213800ZRS8AC4LSTCE39,TRYG A/S
213800ZRZLK2WDBS1B37,MORNINGSTAR WEALTH INTERNATIONAL LIMITED
213800ZSEMCXQOTV1O47,INTEGRATED FINANCIAL ARRANGEMENTS LTD
213800ZSX8888YLFDT35,ST.JAMES'S PLACE MANAGEMENT SERVICES LIMITED
213800ZTMDN8S67S1H61,SMITH & NEPHEW PLC
213800ZUAQRBYL67JS90,HONEYWELL AEROSPACE INC.
213800ZUCEFNYC1JAX11,REDHEDGE SICAV P.L.C.
213800ZVIELEA55JMJ32,DIAGEO PLC
213800ZX7D4KYJ2W1948,MORNINGSTAR WEALTH ADMINISTRATION LIMITED
213800ZXJI3S6VKHTX31,NOVATE GLOBAL MARKETS LIMITED
213800ZXV9DIT92WY768,FARLEY & THOMPSON LLP
213800ZYGBT68NCM6Q12,EFG PRIVATE BANK (CHANNEL ISLANDS) LIMITED
213800ZYSCPV8POQA284,STONEHAGE FLEMING INVESTMENT MANAGEMENT LIMITED
213800ZYT9DTU1VP2I80,TradeXBank AG
213800ZYUELJCOU3PP25,WORLDPAY (UK) LIMITED
213800ZZIGOX2RNNWH18,SECCL CUSTODY LIMITED
213800ZZS2KUF9Y6LF44,CALCULUS CAPITAL LIMITED
2221000MD2YP7WLTNC52,ESSENDI S.A.
22210018GZLMLY54IS74,GLOBAL INCOME
22210018MLEVW7CTGU78,CHINA EVERBRIGHT BANK (EUROPE) S.A.
2221001DEH26JK948860,"ASSOCIATION DES BANQUES ET BANQUIERS, LUXEMBOURG"
2221001FAMMFQUAGXQ13,FIL (Luxembourg) S.A.
2221001MNY7XQ9N6GH73,Credicorp Capital Asset Management Fund
2221001T21S5REVBLB93,BLI - BANQUE DE LUXEMBOURG INVESTMENTS
222100247FRDWTAL8F68,Worldline Financial Services (Europe) S.A.
2221002ZFFMAB61TQQ16,PICTET ALTERNATIVE FUNDS
2221003IE1TFIZPP7732,Engelwood Asset Management
2221005LDBVCZF49ZX04,AMFIE - ASSOCIATION COOPÉRATIVE FINANCIÈRE DES FONCTIONNAIRES INTERNATIONAUX
2221007TDHL8NJ2B3448,AXA ASSURANCES VIE LUXEMBOURG
2221007YM6XY7PI28I04,CAIXABANK WEALTH MANAGEMENT LUXEMBOURG S.A.
2221008462KYO6NPKI38,EURASIAN RESOURCES GROUP
2221008TDJMT8TFLCV69,ALPHA BANK S.A. - LUXEMBOURG BRANCH
222100ASRGLGU95SM714,VIVID MONEY S.A.
222100BG2FQQTASJ7290,Macquarie Investment Management Europe S.A.
222100BHJ657QD6M2U49,MANGOPAY S.A.
222100BV3WGRWD8XI851,Swiss Re International SE
222100CO2ZOTEPGJO223,CPI PROPERTY GROUP
222100CPLL7Z7YSSBK34,D.F. HOLDING S.A.
222100F32NUKGGEIT751,RAKUTEN EUROPE BANK S.A.
222100GKCWYUD7P32B38,Delen (Suisse) SA
222100H3J2JDK6NCYY27,OREA CAPITAL
222100I12S92YQIZQD75,CLEARSTREAM INTERNATIONAL S.A.
222100I6KMHMB34RKP21,BANK PICTET & CIE (EUROPE) AG - SUCCURSALE MONACO
222100J8J1P6R6T1AQ07,European Private Trust Kommanditbolag
222100K5I82OWZJIL195,"BANK PICTET & CIE (EUROPE) AG, LONDON BRANCH"
222100LLF0VJZ82DX827,BANQUE DE COMMERCE ET DE PLACEMENTS S.A.
222100LLN7HBO5YEC577,POST LUXEMBOURG
222100M2PU043YB7YQ06,EUROPEAN INVESTMENT FUND
222100MW9J21UAWET888,PICTET SICAV II
222100NH1J9IYK61PH71,UI EFA S.A.
222100OPQ55337JBLX08,GADD & CIE S.A.
222100OVTRNXJKD79806,CLEARSTREAM AUSTRALIA LIMITED
222100OW6UHQXNHKN143,EUROPEAN FINANCIAL STABILITY FACILITY
222100OWMIOR5WN9MF69,BANQUE CENTRALE DU LUXEMBOURG
222100Q4X4N9DZ4QT620,PICTET TR
222100QBJIL53AS12W25,CLEARSTREAM FUND CENTRE S.A.
222100QXK1KP5WAJCQ47,OPPORTUNITÉ LUXEMBOURG S.A.
222100R80LJ0KDQ8EC35,AZ Euro Investments S.A.
222100RHVHGHNBQ4VV91,CALI Europe
222100RNOYDH6A6BB422,SWISS LIFE (SINGAPORE) PTE. LTD.
222100S7ZQ6Q5KYE7B10,NIPPON LIFE INDIA ASSET MANAGEMENT (SINGAPORE) PTE. LTD.
222100SCYG0PA48T4I92,"SERES Investments S.à r.l., SPF"
222100SROVDPQTLZKT42,Quintet Asset Management S.A.
222100SXDSRCT6QIB307,AUSTRALIAN EXECUTOR TRUSTEES LIMITED
222100T37JIWHYSRRR28,SS&C (LUXEMBOURG)
222100T6ICDIY8V4VX70,LUXCSD S.A.
222100TOUO3GLDBU6H74,RiverBank S.A.
222100V03Y766EM5TZ83,BROWN BROTHERS HARRIMAN (LUXEMBOURG) S.C.A.
222100V6LEUZGUR8Q752,CREUTZ & PARTNERS THE ART OF ASSET MANAGEMENT S.A.
222100VH0RCN1835XT39,MOVENTUM S.C.A.
222100W4EEAQ77386N50,EUROPEAN STABILITY MECHANISM
222100WEINWYKXJXWW56,MEDIOBANCA MANAGEMENT COMPANY S.A.
222100XCBWVDY8NQ7W70,APICIL INVEST S.A.
222100Y14NR5T2IND786,GEN II LUXEMBOURG SERVICES S.À R.L.
222100YT3TT9HR81IS56,AFI.ESCA LUXEMBOURG S.A.
222100Z1ZNMJXBFVDF22,CALLIOPE S.R.L.
23ZYQ4KSBEDVYML8NC86,Donner & Reuschel Aktiengesellschaft
24C4CXKSJUS7LUHQN688,"The Bancorp Bank, National Association"
24F6LSZD18II6ICG6S41,"ITRON, INC."
253400009AA3PGAXJ027,"Акционерное общество ""Российский Банк поддержки малого и среднего предпринимательства"""
25340000QGMWTRG3X533,"Публичное акционерное общество ""БыстроБанк"""
25340008GF2H0T8HKN44,"""СДМ-Банк"" (публичное акционерное общество)"
25340008PDNDU1FT7F89,"""Банк Заречье"" (Акционерное общество)"
253400099D2WJ4GX0276,"Акционерное общество ""СПБ Банк"""
2534000BBKV682BSKN35,"Акционерное общество Инвестиционно - финансовая компания ""Солид"""
2534000HKBB8MZGNPE40,Прио-Внешторгбанк (публичное акционерное общество)
2534000JY55893SGEG45,"Общество с ограниченной ответственностью коммерческий банк ""Взаимодействие"""
2534000KL0PLD6KG7T76,"Акционерное общество ""ТБанк"""
2534000M10JE1UCFJ111,"Новосибирский социальный коммерческий банк ""Левобережный"" (публичное акционерное общество)"
2534000ND6AY20VNR640,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВЫЙ ИНВЕСТИЦИОННО-КОММЕРЧЕСКИЙ ОРЕНБУРГСКИЙ БАНК РАЗВИТИЯ ПРОМЫШЛЕННОСТИ"""
2534000R9X3PNNE57C55,"""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"" (публичное акционерное общество)"
2534000UYV6DNA2AHY07,"Общество с ограниченной ответственностью ""Земский банк"""
253400107RVERSM1FX70,"""Азиатско-Тихоокеанский Банк"" (Акционерное общество)"
25340010D9W9PXFT0W10,"Акционерный коммерческий банк ""Капиталбанк"""
253400111GRSTFA20J41,"Общество с ограниченной ответственностью ""БМВ Банк"""
25340011K39ECHPV7N75,"Акционерное общество Банк ""Объединенный капитал"""
253400148Q3J4CU8RB44,"Акционерный коммерческий банк ""ПЕРЕСВЕТ"" (Публичное акционерное общество)"
253400158TN8TJ0YJK75,"АКЦИОНЕРНЫЙ ЧЕЛЯБИНСКИЙ ИНВЕСТИЦИОННЫЙ БАНК ""ЧЕЛЯБИНВЕСТБАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)"
25340019U0SFT4YC9G79,"акционерный коммерческий банк ""Приморье"" (публичное акционерное общество)"
2534001CP3G4Q59KWT56,Промышленный сельскохозяйственный банк (Общество с ограниченной ответственностью)
2534001D1T6SAAG2CT23,"Общество с ограниченной ответственностью ""Коммерческий банк внешнеторгового финансирования"""
2534001F52UDT7V2KR58,"Акционерное общество коммерческий банк ""Ланта-Банк"""
2534001FLCV8VELTUH59,"Акционерное общество Банк ""Развитие-Столица"""
2534001KM4BYJLLGW123,"Акционерное общество ""Углеметбанк"""
2534001KQ4N137FALS60,"Коммерческий банк ""Ренессанс Кредит"" (Общество с ограниченной ответственностью)"
2534001LN0K9UC58X789,"Акционерное общество ""Яндекс Банк"""
2534001S10F0UF6P8U55,"Акционерное общество ""КОШЕЛЕВ-БАНК"""
2534001TS0M7VRJK2567,"Общество с ограниченной ответственностью Коммерческий банк ""СИНКО-БАНК"""
25340020UL0L3B2R3N51,"Общество с ограниченной ответственностью ""Чайна сельскохозяйственный банк"""
25340021X4U05MWVZ818,"Акционерное общество ""Экспобанк"""
25340023SRW6QU1G8243,"""Первый Клиентский Банк"" (Общество с ограниченной ответственностью)"
25340027612MR0DNQ406,"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕТАЛЛУРГИЧЕСКИЙ ИНВЕСТИЦИОННЫЙ БАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)"
2534002DX9V8SXRCFM30,"Акционерное общество ""Кранбанк"""
2534002K28P0AJGQJZ40,"""AccessBank"" Closed Joint-Stock Company"
2534002LM3JWKX94A106,"Closed Joint-Stock Company ""Neo Bank Asia"""
25340031B17DBDF14181,"Акционерное общество Коммерческий банк ""Русский Народный Банк"""
25340031R6A1E6TW7M44,"Акционерное общество Банк ""Национальный стандарт"""
25340038P8SYW80B9W34,Адкрытае акцыянернае таварыства «Белзнешэканамбанк»
253400397QM0B6AM0H48,"АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ"""
2534003FVQCS07729113,"""Банк Развития Русской Сети Интернет"" (Общество с ограниченной ответственностью)"
2534003K6H2HYV034349,"Акционерное общество коммерческий банк ""Уральский финансовый дом"""
2534003WK8HX1F04F031,"Публичное акционерное общество Банк ""Кузнецкий"""
2534003Y23N1RGC3NG33,"Общество с ограниченной ответственностью ""ЖИВАГО БАНК"""
25340045EEL351X3W326,"""БНП ПАРИБА Банк"" Акционерное общество"
25340047U7CXR02TRA83,"""Банк ""МБА-МОСКВА"" Общество с ограниченной ответственностью"
253400483V90C0CBLM07,"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""АГРОПРОМКРЕДИТ"""
2534004K7RR0YWR1QL22,"Акционерный коммерческий банк ""СЛАВИЯ"" (акционерное общество)"
2534004MXMS4MB1Q9614,"коммерческий банк ""Межрегионбанк"" (общество с ограниченной ответственностью)"
2534004Q8CZQUFSL5U63,“Асакабанк” акциядорлик жамияти
25340055X567PVL2JG25,"Акционерное общество ""Инвестиционный Кооперативный Банк"""
2534005803A5MMD61T78,"Публичное акционерное общество ""МТС-Банк"""
2534005A84927EKSR789,Signet Bank AS
2534005CNLWSGNPLG062,"Акционерное общество ""ИНВЕСТИЦИОННАЯ КОМПАНИЯ ""ПРОСПЕКТ"""
2534005FGCP61AM3L807,"Акционерное общество ""СЕВЕРГАЗБАНК"""
2534005Q5PQAXQ1U1X49,"Акционерное общество закрытого типа ""ИНЕКОБАНК"""
2534005QLYRKQSPDVE54,"Акционерное Общество ""Банк Жилищного Финансирования"""
2534005RJREQQGY26K86,"Акционерный Коммерческий Банк ""НОВИКОМБАНК"" акционерное общество"
2534005YHT2PDKJC6T26,"Акционерное общество коммерческий банк ""ОРЕНБУРГ"""
253400635FGT2J6TBE85,"Акционерное общество ""Мурманский социальный коммерческий банк"""
25340064YRGGFKJQ4H44,"Акционерное общество ""ЛОГОС"""
25340066B1F9YU4PUB28,"Общество с ограниченной ответственностью ""Костромаселькомбанк"""
2534006G7F7F1TFC9T77,"Акционерное общество ""ЮниКредит Банк"""
2534006HF1L4YF10UD91,"Акционерное общество ""Райффайзенбанк"""
2534006J694XCKJDSF77,"""ИНТЕРПРОГРЕССБАНК"" (Акционерное общество)"
2534006PTRD33TPU0D59,"Акционерное общество ""ИШБАНК"""
2534006RLLML72J5R053,"Акционерное общество ""Московский Коммерческий Банк"""
2534006SR63SEUSS8172,"Акционерное общество ""БМ-Банк"""
2534006SYNF9P08RE288,"Общество с ограниченной ответственностью ""Драйв Клик Банк"""
2534006V8K8528P81R91,"Закрытое акционерное общество ""МТБанк"""
2534006WDUE2J9S01D70,"Акционерное общество ""Акционерный Банк ""РОССИЯ"""
253400718P0QJPYR1R91,"Открытое акционерное общество ""Рай, Ман энд Гор секьюритиз"""
25340076UP17XECUF417,"государственная корпорация развития ""ВЭБ.РФ"""
25340077S9WKUJJ9YT95,"""VTB Bank (Armenia)"" Closed Joint-Stock Company"
2534007K00A37GLA3D37,"Общество с ограниченной ответственностью ""банк Раунд"""
2534007T2QFUSCHQPU36,"Акционерное общество ""Реалист Банк"""
2534007U1R0F5Q600G58,"Общество с ограниченной ответственностью ""СОЦИУМ-БАНК"""
2534007UK6G30KDX1A47,"Небанковская кредитная организация-центральный контрагент ""Национальный Клиринговый Центр"" (Акционерное общество)"
2534007W8ESE627GYV61,"Акционерный коммерческий банк ""БЭНК ОФ ЧАЙНА"" (акционерное общество)"
2534007XS3LE71389163,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК СОЦИАЛЬНОГО РАЗВИТИЯ ТАТАРСТАНА ""ТАТСОЦБАНК"""
25340080MLWXGXT26935,"Акционерное общество ""Петербургский социальный коммерческий банк"""
25340083BKK3QVY4X088,"Публичное акционерное общество ""Балтийский Инвестиционный Банк"""
25340083P1SA7VE24E48,"Общество с ограниченной ответственностью ""Автоторгбанк"""
25340087YA538T76BX11,"""Коммерческий Индо Банк"" Общество с ограниченной ответственностью"
2534008830TYUHVETH79,"Акционерное общество Банк ""Венец"""
2534009ARDTY9AMF4752,"Адкрытае акцыянернае таварыства ""Парытэтбанк"""
2534009DFBF8TDASQK18,"""Северный Народный Банк"" (акционерное общество)"
2534009G3EP0JQ7JFD79,"Публичное акционерное общество ""Уральский банк реконструкции и развития"""
2534009JCM7EVJBMEB60,"общество с ограниченной ответственностью коммерческий банк ""Геобанк"""
2534009JTH2EJ2710B06,"""Home Credit Bank"" АҚ (""ForteBank"" АҚ ЕБ)"
2534009X0G4STQL3S227,"Банк ""РЕСО Кредит"" (Акционерное общество)"
2534009Y7GKZRT4R5U96,"Акционерное общество ""Сити Инвест Банк"""
253400A1C30ARX8W0205,"Акционерный коммерческий банк ""Энергобанк"" (акционерное общество)"
253400A1PV07NW3KPF50,"Общество с ограниченной ответственностью ""Банк Точка"""
253400AAUDQ6NK0HNK41,National Bank of the Republic of Belarus
253400ACDACKUC3WNC05,"""Национальный инвестиционно-промышленный банк"" (Акционерное Общество)"
253400AEV47Q026JSY20,"Общество с ограниченной ответственностью ""Универсальный фондовый банк"""
253400AQWY5B3GAKJS72,"""Коммерческий банк развития"" (общество с ограниченной ответственностью)"
253400AU1YFUM0C4QG84,"Акционерное общество ""БКС Банк"""
253400B2D4HEEB176H41,"""Креди Агриколь Корпоративный и Инвестиционный Банк"" акционерное общество"
253400B7Q2QAJ5ARLX57,ԱՐԱՐԱՏԲԱՆԿ բաց բաժնետիրական ընկերություն
253400BACGR8JARNHA10,"Общество с ограниченной ответственностью Коммерческий банк ""Столичный Кредит"""
253400BALNXYSEKDBB64,"Адкрытае акцыянернае таварыства ""Беларуская валютна-фондавая біржа"""
253400BBBP7990NS0M56,"Публичное акционерное общество ""Совкомбанк"""
253400BBBR0XNDH1Y584,"Акционерное общество ""Тойота Банк"""
253400BCBR616MTH6594,"Коммерческий Банк ""ЛОКО-Банк"" (акционерное общество)"
253400BEVESMWQRXBQ11,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""САНКТ-ПЕТЕРБУРГ"""
253400BR21A4E1D0V852,"Акционерное общество ""Специализированный депозитарий ""ИНФИНИТУМ"""
253400BR826U1V508R32,"Коммерческий Банк ""АГОРА"" (общество с ограниченной ответственностью)"
253400BT1SKX0A889G06,"Акционерное общество ""Банк Финсервис"""
253400C4Y1DEKPMY3V30,"Акционерное общество Коммерческий банк ""РУБанк"""
253400C8FMASXQKW7203,Таурус Банк (закрытое акционерное общество)
253400C9UUE0CK2K7D34,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГУТА-БАНК"""
253400CHFC0XZ6QMP406,Закрытае акцыянернае таварыства «Альфа-Банк»
253400CM1NDPRTJUJQ96,"Акционерный коммерческий ипотечный банк ""АКИБАНК"" (публичное акционерное общество)"
253400CW8F4L53HWU734,"Общество с ограниченной ответственностью ""Бланк банк"""
253400CX1FM21GUUT841,"Общество с ограниченной ответственностью ""Цифра банк"""
253400D214P5D31NSL16,"""Российский акционерный коммерческий дорожный банк"" (публичное акционерное общество)"
253400D2DDB0E8JXA126,"Акционерное общество ""Банк Интеза"""
253400D38E021531V531,"Публичное Акционерное Общество Банк ""АЛЕКСАНДРОВСКИЙ"""
253400D41E6VN0NCHW49,"Калужский газовый и энергетический акционерный банк ""Газэнергобанк"" (акционерное общество)"
253400D4JRB0M70A0687,"адкрытае акцыянернае таварыства ""Банк развiцця Рэспублiкi Беларусь"""
253400D9TTHM66P87109,"Международный коммерческий инвестиционный банк ""РОССИТА-БАНК"" Общество с ограниченной ответственностью"
253400D9ZMLFR8FLTB43,"Общество с ограниченной ответственностью ""МКБ Инвестиции"""
253400DDBMVJB94SYU22,"Публичное акционерное общество ""НБД-Банк"""
253400DH1646EKE3BC66,"Общество с ограниченной ответственностью ""СМЛТ Банк"""
253400DXUG310QX4H487,"Акционерное общество коммерческий банк ""Пойдём!"""
253400E0EQN8LTWYK150,"Коммерческий Банк ""АРЕСБАНК"" общество с ограниченной ответственностью"
253400E0UWDL3K049T48,"Общество с ограниченной ответственностью ""Ренессанс Брокер"""
253400E66QH7F01AGQ96,"Акционерное общество ""Денизбанк Москва"""
253400EB56NKL2M3WT18,Центральный банк Российской Федерации
253400EBCBBVB9TUHN50,FINSTELLA LTD
253400EH37SSJEEJFB05,"Акционерное общество ""Солид Банк"""
253400EK3FYLLMNH1422,"Коммерческий банк ""Долинск"" (акционерное общество)"
253400EQ2YNXZQ7V3R40,"Акционерное общество ""Вологдабанк"""
253400EQTKMKYG260405,"Акционерное общество ""ТелеПорт Банк"""
253400ES6B5GGK2A4506,"Акционерный коммерческий банк ""ЦентроКредит"" (акционерное общество)"
253400F1C0J3H75V5935,"Общество с ограниченной ответственностью ""Камский коммерческий банк"""
253400FBCYVAJS5W8Q06,"Акционерное Общество ""Коммерческий Акционерный Банк ""Викинг"""
253400FCC111BF009V78,"Банк ""Первомайский"" (публичное акционерное общество)"
253400FJQG9888ZAGY13,"Общество с ограниченной ответственностью ""КЭБ ЭйчЭнБи Банк"""
253400FL26RUMP6CWK46,"Акционерное общество ""Объединенный резервный банк"""
253400FUATAK0S2CAM79,Айви Банк (акционерное общество)
253400G0HFH9B367JU28,"Акционерное общество Коммерческий банк ""Индустриальный Сберегательный Банк"""
253400G0MDT0S05JFJ94,"Коммерческий банк ""Газтрансбанк"" (Общество с ограниченной ответственностью)"
253400G2LYALZ099F578,"Общество с ограниченной ответственностью ""СОВЛИНК"""
253400G5CHDVSB8DH114,"Небанковская кредитная организация ""Альтернатива"" (Общество с ограниченной ответственностью)"
253400G68QCPUKYL1937,"Акционерный коммерческий банк ""НООСФЕРА"" (акционерное общество)"
253400G98C3HU3KF1525,"Акционерное Общество ""Нижневолжский коммерческий банк"""
253400GCG0X8W4X00156,Акционерное общество Банк Инго
253400GGF1HLBFVMU380,Акционерный коммерческий банк Трансстройбанк (Акционерное общество)
253400GRCV94X91GAW80,"Общество с ограниченной ответственностью ""Компания Брокеркредитсервис"""
253400GTA5PKPW4J0X50,"Акционерное общество ""НК Банк"""
253400H0WYAKUHUUSQ38,"Общество с ограниченной ответственностью ""АТОН"""
253400H48DKCDEUC5N25,"Банк ""Клиентский"" (акционерное общество)"
253400HA5JHKJ85DGJ91,"Публичное акционерное общество ""Межрегиональный промышленно-строительный банк"""
253400HA6URWT39X2982,Государственный специализированный Российский экспортно-импортный банк (акционерное общество)
253400HA8YB1HUTNC692,Международный банк экономического сотрудничества
253400HBP98BGHH1AS22,"Акционерный коммерческий банк ""Азия - Инвест Банк"" (акционерное общество)"
253400HG4LFS780VDR17,"Акционерное общество ""Банк Воронеж"""
253400HGXRLW3EFSMC03,Эс-Би-Ай Банк Общество с ограниченной ответственностью
