LEI,Name
894500I8ZP6556ZYWJ31,EFTEX PTY. LIMITED
894500I9WYGQZ2Z8TV47,FBD International SAS
894500IDLZN6AMWCJ624,GastroSocial Pensionskasse
894500IFRWIX212P9V66,TAGCASH LTD. INC.
894500IZ0S5VUPBM2F04,YPI
894500J6EUIQHT5TGZ79,"AGENTE DE CAMBIO EXTRANJERO, S. A."
894500J9C5YBMGFIWI73,"Wittix, UAB"
894500J9CD9VJXDBWS55,Azerbaijan Industry Bank OJSC
894500JC966WXG56R684,Delma Exchange
894500JPIDXHKZ0NM727,Merchant Partners Securities Public Company Limited
894500JUKSJ9W8ETMB94,KEB HANA BANK
894500JVI95FNLBWJY26,BSA
894500JWA2RPQOLJEB59,AIDEXA S.P.A.
894500KB23LZ4PNPN205,ROYAL MONZE INSTITUTE OF MEDICAL EVANGELISM LIMITED
894500KCLJ3NIIYI6N88,สถาบันคุ้มครองเงินฝาก
894500KFDM6GTUGDJJ54,EG GROUP LIMITED
894500KO00XGKSXM6M76,FC DELTA LIMITED LIABILITY COMPANY
894500L1ZXDRWZGS4Z20,PT BANK IBK INDONESIA TBK
894500LMY396K3WEPH78,Oman Investment Bank SAOC
894500LOBVBNER930U52,Eestihoius HLÜ
894500LOH7JV49N5O219,"Finci, UAB"
894500LQ0Y8JBQHZSI59,بنك صفوة الاسلامي
894500LRVO5AWZECNJ15,مجموعة جي أف اتش المالية ش.م.ب.
894500LT40JG0U1DVY26,FINALBION SL
894500LTESFZH553M544,EURO EXIM BANK LIMITED
894500LY6QC85QZLH082,SANTANDER CONSUMER FINANCE S.A.
894500M0NMG2AX7GY683,INVESTMENT ADMINISTRATION SERVICES PTY LIMITED
894500M6STW831WSJ881,TAT FX PTY LTD
894500M6YKRJNI6H7178,UAB OPAY solutions
894500M8C9DWGV7L2Q81,NatWest Bank Europe GmbH
894500MA7AHNVRNZIN11,"UAB ""Maneuver LT"""
894500MD4AQ96RDND980,"Shanghai Pudong Development Bank Co. Ltd., London Branch"
894500MDF6I8J93LO347,BANK SADERAT IRAN
894500MLQPH8XPUW0D39,Athea & District Credit Union
894500MMZD2DV81YTQ41,AUSTRALIAN SETTLEMENTS LIMITED
894500MOTKGLPCGH3G40,"UAB ""Bendras finansavimas"""
894500MQTMLL03QWLQ20,"Banco Credicorp, S.A."
894500MRFLH3MK4M7M83,MG Commercial Bank Limited
894500N4DISL2NEIR756,The Kingdom Bank Corporation
894500N5REQHTHDFN695,Europeisk Kommersiell Trust Kommandibolag
894500N5WN39MT59PW08,Imara Edwards Securities (Private) Limited
894500N62P5L0WYZYL90,BOLSA CENTROAMERICANA DE VALORES SOCIEDAD ANONIMA
894500NDAWRO7DXA4U47,شركه الزنج للصرافه (ذ.م.م )
894500NGE2Y0SO2WSS49,ZEVIN ASSET MANAGEMENT LLC
894500NGUI9RS54QRA50,Simpaisa CA Ltd.
894500NQJEO56BD3E993,APEX FUND SERVICES PTY LTD
894500NTXK2L5DK8ST13,Banco Santander S.A
894500NUK1GNIYFSZU66,LuxChan S.A R.L.-S
894500NZY1OIVAZKWE91,Mercantil C.A. Banco Universal
894500O30WNVMXL5ZJ37,Oasis Capital Markets Limited
894500O4K4U039Y5IR85,ACE UNION LIMITED
894500OCVNT0HQPFV195,VOLOPA FINANCIAL SERVICES (SCOTLAND) LIMITED
894500ODSPS2E5QWS317,BOLIGBANKEN ASA
894500OHSIV160RQ7L72,RIGHTCARD PAYMENT SERVICES LIMITED
894500OK9EYVB6ZLOV56,"Monetizator, SIA"
894500ON6QEGFU9B4D30,Fundvest UAB
894500OR13T3GWKHGZ67,APAC International Corporate Services FZCO
894500OSKJARUPVA0L03,COMUNE DI BOLLATE
894500OV1QLLTJN72M46,"RURAL BANK OF LANUZA (Surigao del Sur), INC."
894500OZT9FESBBERW48,"Kredito unija ""Neris"""
894500P1NVW2C9W77B23,Polar Asset Management Partners Inc.
894500P3YX950T85FX41,ZELLER AUSTRALIA PTY LTD
894500PH7XO5QV5TAJ14,CIRCIT LIMITED
894500PIFRJR3LAZXY43,Union Financiar Tiranë
894500PLZKDELTG9KK48,Financial Services Company SAOG
894500PM501QCM5WNG28,Reap (Remit) Limited
894500PP7NPJ6RTOQB86,Mountmellick Credit Union Limited
894500PQG7F883EIZ033,SHOUT 2020 LTD
894500PSG9K7IUOYH922,"UAB ""Finbro"""
894500PVDOV8JOKWHE19,Vitesse PSP Limited
894500PYG8NLHNMFZN37,LOLC Bank Philippines Inc.
894500Q25H5KQOHCPA11,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНВІНТУМ"""
894500QCRQPZUXB7U963,Національний депозитарій України
894500QEMGMRG67KPB44,ACE Money Transfer Limited
894500QQ0R50KZ8VOY20,Zimpler AB
894500QWH909KJJRLF32,"АКЦІОНЕРНЕ ТОВАРИСТВО ""ЮНЕКС БАНК"""
894500RBKZC1VUDSB189,PREMIER FOREX LIMITED
894500RHQE3RLG0WW938,MPO INTERNATIONAL
894500RKNTESM9WUWI29,"BAHRAIN EXCHANGE COMPANY , W.L.L"
894500RM6XPH6FNLV767,QATAR NATIONAL BANK
894500RN9XVEKRWKGD56,PFS CARD SERVICES IRELAND LIMITED
894500RO1YT8LC40B281,MAKILING DEVELOPMENT BANK CORPORATION
894500RQ7D6FLLSIGK48,UAB Crowdpear
894500RWTPSG1SZBLF76,"АКЦІОНЕРНЕ ТОВАРИСТВО ""КРЕДОБАНК"""
894500S0ZKXQ7RTV9Q62,"MONEY MALL RURAL BANK, INC."
894500S14X5XXA7XWX11,ProLiquidity Limited
894500S6O5QL2YJJW154,Amicorp Fund Services Malta Limited
894500SDGKEWX9K39Q20,CLIKING INVESTMENT LTD
894500SDRG6W9RA1KK34,AFC Commercial Bank Limited
894500SDWZQNWQLX8218,GREENGAGE & Co. Limited
894500SHGDHVP4KWP767,AFFINITURE CARDS LIMITED
894500SJ5CJBPX7KWD05,Payron Limited
894500SJRMLU615C3561,Oasis Capital Group Plc
894500SXXL4GWBI8AC08,ALMA
894500T104WTUAJRSI60,MEHTA EQUITIES PRIVATE LIMITED
894500TCKDLYH0SKGE49,Metro South Cooperative Bank
894500TH6CVZST4WI534,IBANFIRST
894500TUQGEJSTQBNY10,"RURAL BANK OF MONTALBAN, INC."
894500U247KEMA0HHP26,BANCO BILBAO VIZCAYA ARGENTARIA S.A (Paris Branch)
894500U7YN40Y3M3CN16,Interpolitan Money Canada
894500UFZE6HW99NYL92,KASHET LTD
894500UPOAKVAFI0LP62,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED
894500UPZDOEKE5RWQ49,CFX LABS INC.
894500UT2JUR5OBEKU28,MVSM BANK (A RURAL BANK SINCE 1953) INC.
894500UUX2FYTG9YFH69,HIFX AUSTRALIA PTY LTD
894500VGXPYR3SGOZX06,"LONE PEAK GLOBAL INVESTORS, L.L.C."
894500VHPFPLAP439Q03,"Rural Bank of Bay, Inc."
894500VKGP2V18K2GJ67,Bank of communications (Luxembourg) S.A.
894500VSY2SMWC7A1953,Middle East Airlines Airliban S.A.L.
894500W66S0NSQKWB132,BOB CAPITAL MARKETS LIMITED
894500W9EVCSDOYBGS51,HQLAx S.à r.l.
894500WGNE5VDTGN7X45,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АРТ-КАПІТАЛ КАСТОДІ"""
894500WJQ1TO7Z4FAS49,LIMITED LIABILITY COMPANY “STOCK TRADING “FIRST GLOBAL INITIATIVE”
894500WONXWSEI6ETQ23,"Rural Bank of Porac (Pamp), Inc."
894500WVFMR0K7RALV33,Yoursafe B.V.
894500WW71AUXGUNAR71,BANK OF INDIA
894500X1LK1A0XW9SE37,Okeo Payments UAB
894500X4IVGV5L5Z7X59,"Akciju sabiedrība ""Money Express"""
894500X4YZLMBENRLF77,LINDBERGH S.P.A.
894500X5LOB8MGH4SU94,MA ASSET MANAGEMENT LTD
894500X6D6QIVW6Q2C69,"Own Bank, The Rural Bank of Cavite City, Inc"
894500X6NYN2C7AFSI22,IFIC MONEY TRANSFER (UK) LIMITED
894500XCOCDK5Y3JBI11,FAMILY BANK LIMITED
894500XRGKYPCCE6PF12,TRAXION PAY INC.
894500XY85XHLVCTX352,Corex Holding BV
894500Y8EBD5KAOWOI69,"""ZİRAAT BANK AZƏRBAYCAN"" AÇIQ SƏHMDAR CƏMİYYƏTİ"
894500YDBW99X66UMN80,Joseph Palmer & Sons
894500YRHNGCPZLXTF49,Finext Eastern Bank Corporation
894500YSPZUHTU8Z1U52,United Overseas Bank (Vietnam) Limited
894500YSQ761RB6S2689,"Cantilan Bank, Inc. (A Rural Bank)"
894500YZT6FD4GD85R04,Indorama Eleme Petrochemicals Limited
894500Z778S7RK7FKA49,FOXFIRE PTY LTD
894500ZFNWNVY2EZJM13,Sprung Investment Management Inc.
894500ZQLNYY77S80E91,"BCN - BANCO CABOVERDIANO DE NEGÓCIOS, SA"
894500ZXDCT6CXD3SK63,Wallester AS
89RLTMP2WM4KXYJMWI06,PGM Global Inc.
89Z2WRK82BORVH42CP71,West Bank
8AFAYMK90I2QVGLMLS34,SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A.
8B4EZFY8IHJC44TT2K84,BANCO DE CHILE
8B4SQYKBT0O13V7EP290,Cornèr Banca SA
8BRUP6V1DX3PIG2R0745,WBS SOLUTIONS LIMITED
8ER8GIG7CSMVD8VUFE78,Deutsche Post AG
8EU8ZMZ2E88YR971GW85,ASSET FUNDING COMPANY IV LIMITED
8EWQ2UQKS07AKK8ANH81,DEUTSCHE BANK TRUST COMPANY AMERICAS
8HJ584LSUOXRY4R82794,"THORNBURG INVESTMENT MANAGEMENT, INC."
8HWWA59ZS6Z54QLX6S15,Safra National Bank of New York
8I4XPTAMMD03R8UZ8J94,RUSSELL CLARK INVESTMENT MANAGEMENT LIMITED
8I5DZWZKVSZI1NUHU748,JPMORGAN CHASE & CO.
8IBZUGJ7JPLH368JE346,Goldman Sachs Bank Europe SE
8KA1PQPA9THGG1BNCT31,CITIBANK (HONG KONG) LIMITED
8KEPZEVXKHU6G2R0SD14,STATE STREET GLOBAL ADVISORS LIMITED
8KUMV9EIJ75IBFMLFD23,"U.S. BANCORP ASSET MANAGEMENT, INC."
8NAV47T0Y26Q87Y0QP81,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
8NXCZ37WLRN3RTF6CY94,GOLDMAN SACHS GROUP HOLDINGS (U.K.) LIMITED
8Q77SW3KZ88P3GNX0T60,Lake City Bank
8R95QZMKZLJX5Q2XR704,NATIONAL GRID PLC
8RQVVYJLCZQ72HWNXT16,GS Strategic Investments Limited
8SP4DPNKBJXD8RON4R15,"BANNOCKBURN GLOBAL FOREX, LLC"
8SVCSVKSGDWMW2QHOH83,BAE SYSTEMS PLC
8W4J5U4ANMQNWLL6ZR02,"AMOVA ASSET MANAGEMENT AMERICAS, INC."
8WC3XYHE06SQFW7CQK10,PACIFIC LIFE INSURANCE COMPANY
8WH0EE09O9V05QJZ3V89,"Zions Bancorporation, N.A."
8WPYYMBQVCE82VPJZ873,TATE & LYLE INTERNATIONAL FINANCE PLC
8YS0IK21TYOY3WE1Y649,BNP PARIBAS ASSET MANAGEMENT UK LIMITED
8ZQH7RR6DBQZIX8PEQ84,"ABENGOA, S.A."
918BV8K2HQ7BO3PKY750,Horizon Fund
91IYXM9QE3KSOSUI8282,"ONEX CREDIT PARTNERS, LLC"
959800022CP5VD9S7E04,"BELEGAR INVERSIONES, S.L."
95980008YL8WG2MZQQ40,MONEI DIGITAL PAYMENTS SL
9598000DG8LM14FCS116,SENER GRUPO DE INGENIERIA SA
9598000FG12YY9NU5410,"JL CONTRERAS Y ASOCIADOS, S.A."
9598000NNC1N0T4EJJ11,"BANCO G & T CONTINENTAL, SOCIEDAD ANONIMA"
9598000XV29EQE8XZE52,ASISA ASISTENCIA SANITARIA INTERPROVINCIAL DE SEGUROS SOCIEDAD ANONIMA
95980018MKFF23QASL07,"BME POST TRADE SERVICES, S.A."
9598001D687E0EM25586,BNEXT ELECTRONIC ISSUER E.D.E. SOCIEDAD LIMITADA
9598001N1Z4ZR7D6DB67,BANCO NACIONAL DE GUINEA ECUATORIAL
95980020140005007414,COLONIAL SFL SOCIMI SA
95980020140005007996,ALMIRALL S.A.
95980020140005008578,ROCA SANITARIO S.A.
95980020140005008772,ABASIC S.A.
95980020140005009160,THE GB FOODS S.A.
95980020140005011585,SOCIEDAD ANONIMA DAMM
95980020140005012943,CAJA RURAL DE ARAGON SOCIEDAD COOPERATIVA DE CREDITO
95980020140005013719,INTERBROKERS PATRIMONIAL S.A.
95980020140005017502,MANGO MNG S.A.
95980020140005025553,SEGURCAIXA ADESLAS SA DE SEGUROS Y REASEGUROS
95980020140005026620,FLUIDRA S.A.
95980020140005042140,GESTION DE PATRIMONIOS MOBILIARIOS SOCIEDAD DE VALORES SA
95980020140005042819,TENDAM RETAIL SA
95980020140005148452,"SANTANDER ASSET MANAGEMENT, S.A., SGIIC"
95980020140005149810,MEDIGESTION O2 SICAV S.A.
95980020140005167173,SIMON HOLDING S.L.
95980020140005174448,ESTEVE PHARMACEUTICALS S.A.
95980020140005178328,FOMENTO DE CONSTRUCCIONES Y CONTRATAS S.A.
95980020140005184148,"BANCO INVERSIS, S.A."
95980020140005184245,EUROFRAGANCE S.L. (SOCIEDAD UNIPERSONAL)
95980020140005207428,COMSA CORPORACION DE INFRAESTRUCTURAS S.L.
95980020140005212375,"CAJA RURAL DE EXTREMADURA, SOCIEDAD COOPERATIVA DE CREDITO"
95980020140005213927,"ANDBANK WEALTH MANAGEMENT, S.G.I.I.C., S.A."
95980020140005218292,"ANDBANK ESPAÑA BANCA PRIVADA, S.A."
95980020140005219553,CAJA RURAL DE ASTURIAS SOCIEDAD COOPERATIVA DE CREDITO
95980020140005219844,CAJA RURAL DE ZAMORA COOPERATIVA DE CREDITO
95980020140005219941,CAJA RURAL DE UTRERA SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO
95980020140005220038,CAJA RURAL REGIONAL SAN AGUSTIN FUENTE ALAMO MURCIA SOCIEDAD COOPERATIVA DE CREDITO
95980020140005220135,CAJA RURAL DE GRANADA
95980020140005230417,FINECO SOCIEDAD DE VALORES SA
95980020140005248944,"MEDVIDA PARTNERS DE SEGUROS Y REASEGUROS, S.A."
95980020140005264173,"FONDITEL PENSIONES, ENTIDAD GESTORA DE FONDOS DE PENSIONES SA"
95980020140005275134,"CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A."
95980020140005308793,"INDRA SISTEMAS, S.A."
95980020140005310054,RURALNOSTRA SOCIEDAD COOPERATIVA DE CREDITO VALENCIANA
95980020140005310733,MAPFRE INVERSION SOCIEDAD DE VALORES SA
95980020140005310927,"MYINVESTOR BANCO, S.A."
95980020140005317135,"BANCO ALCALA, S.A."
95980020140005325477,MUTUACTIVOS SA SOCIEDAD GESTORA DE INSTITUCIONES DE INVERSION COLECTIVA
95980020140005326156,MAXAMCORP HOLDING SL
95980020140005329260,"ABANCA GESTION DE ACTIVOS, SGIIC, SA"
95980020140005337796,VIDA-CAIXA SA DE SEGUROS Y REASEGUROS
95980020140005337990,MECALUX S.A.
95980020140005341967,"INBARSAVE, SICAV, S.A."
95980020140005342452,MEDIOLANUM RENTA F.I.
95980020140005350406,CAJA RURAL DE ALBAL COOP DE CREDITO V
95980020140005375141,AHORRO CORPORACION FINANCIERA SA
95980020140005375335,CAJA RURAL DEL SUR SOCIEDAD COOPERATIVA DE CREDITO
95980020140005375820,EVO BANCO SA
95980020140005382222,"CAIXA RURAL VINAROS, S. COOP DE CREDIT. V."
95980020140005385035,MIRALTA FINANCE BANK SA
95980020140005388333,"EBN BANCO DE NEGOCIOS, S.A."
95980020140005396869,CAJA RURAL DE BAENA NTRA SRA DE GUADALUPE SOCIEDAD COOPERATIVA DE CREDITO ANDALUZA
95980020140005396966,CAJA RURAL DE SORIA SOCIEDAD COOPERATIVA DE CREDITO
95980020140005417336,"CAJA RURAL DE TERUEL, SOCIEDAD COOPERATIVA DE CREDITO"
95980020140005418403,"CAJA RURAL DE JAÉN, BARCELONA Y MADRID, S.C.C."
95980020140005418791,"CAIXA RURAL BENICARLO, S. COOP. DE CREDIT V"
95980020140005419373,"SINGULAR BANK, S.A."
95980020140005429655,CAJA RURAL DE SALAMANCA SOCIEDAD COOPERATIVA DE CREDITO
95980020140005436542,CAJA DE AHORROS Y MONTE DE PIEDAD DE ONTINYENT
95980020140005436930,MINERALES Y PRODUCTOS DERIVADOS SA
95980020140005439549,CAJA RURAL DE NAVARRA S. COOP. DE CREDITO
95980020140005441295,SOCIEDAD ANONIMA INDUSTRIAS CELULOSA ARAGONESA
95980020140005448764,FICOSA INTERNATIONAL S.A.
95980020140005462150,URBASER SOCIEDAD ANONIMA
95980020140005475245,"FIESTA HOTELS & RESORTS, S.L."
95980020140005477573,HOLDING GONVARRI SL
95980020140005480580,CAJA RURAL DE GIJON SOCIEDAD COOPERATIVA ASTURIANA DE CREDITO
95980020140005480677,CAIXA POPULAR CAIXA RURAL COOP DE CREDITO V
95980020140005480774,IBEROSTAR HOTELES Y APARTAMENTOS SL
95980020140005484654,"CAJA RURAL DE ALBACETE, CIUDAD REAL Y CUENCA SOCIEDAD COOPERATIVA DE CREDITO"
95980020140005485333,"CAJASIETE, CAJA RURAL, SOCIEDAD COOPERATIVA DE CREDITO"
95980020140005485430,CAJA RURAL SAN JOSE DE ALCORA S. COOP DE CREDITO V
95980020140005485624,"CAJA RURAL DE BURGOS, FUENTEPELAYO, SEGOVIA Y CASTELLDANS, SOCIEDAD COOPERATIVA DE CREDITO"
95980020140005486594,CAJA RURAL SAN JOSE DE ALMASSORA S. COOP. DE CREDITO V.
95980020140005487079,CAJA RURAL CENTRAL SOCIEDAD COOPERATIVA DE CREDITO
95980020140005487855,BANCA PUEYO S.A.
95980020140005488437,"CAIXA RURAL GALEGA, S.C.C.L.G."
95980020140005523939,CAJA RURAL NUESTRA SENORA DE LA ESPERANZA DE ONDA S. COOP. DE CREDITO V.
95980020140005542272,BBVA ASSET MANAGEMENT SA SGIIC
95980020140005551293,CAIXA RURAL DE L ALCUDIA S COOP V DE CREDITO
95980020140005552166,"EUROCAJA RURAL, SOCIEDAD COOPERATIVA DE CREDITO"
95980020140005552651,LABORATORIOS HIPRA SA
95980020140005553524,TRESSIS SOCIEDAD DE VALORES SA
95980020140005559247,COMUNITAT AUTONOMA DE LES ILLES BALEARS
95980020140005620357,CAIXA RURAL D ALGEMESI S COOP V DE CREDIT
95980020140005621036,CAIXA RURAL LES COVES DE VINROMA S. COOP DE CREDIT V
95980020140005635198,NUEVO MICRO BANK S.A.
95980020140005651785,"CAIXA RURAL LA VALL ""SAN ISIDRO"" SOCIEDAD COOPERATIVA DE CREDITO VALENCIANA"
95980020140005658381,ARESBANK SOCIEDAD ANONIMA
95980020140005684765,VISCOFAN SA
95980020140005693107,MAPFRE S.A.
95980020140005754896,JUNTA DE COMUNIDADES DE CASTILLA-LA MANCHA
95980020140005760134,GOBIERNO DE CANTABRIA
95980020140005772356,DURO FELGUERA SA
95980020140005772841,"CBNK BANCO DE COLECTIVOS, S.A"
95980020140005776333,"UBS WEALTH MANAGEMENT, SGIIC, S.A"
95980020140005777885,"DEUTSCHE WEALTH MANAGEMENT SGIIC, S.A."
95980020140005804657,SUAN FARMA S.A.
95980020140005816006,"BANCO OCCIDENTAL, S.A."
95980020140005835794,"GENERAL ELECTRIC CAPITAL BANK, S.A."
95980020140005844330,"ALLFUNDS BANK, S.A."
95980020140005847337,"UCI, SA"
95980020140005848695,ARTECHE LANTEGI ELKARTEA SA
95980020140005879153,BANCOFAR SA
95980020140005879929,"BANCO CETELEM, S.A."
95980020140005880608,GRUPO TOMPLA ARTES GRAFICAS SL
95980020140005881190,BANCO DE CREDITO SOCIAL COOPERATIVO SA
95980020140005906313,BIOSYSTEMS S.A.
95980020140005918244,MONTY GLOBAL PAYMENTS SA
95980020140005925519,"CAJA RURAL DE GUISSONA, S.C.C."
95980020140005934443,"ESFERA CAPITAL, AGENCIA DE VALORES, S.A."
95980020140005936480,LABORATORIOS FARMACEUTICOS ROVI S.A
95980020140005937353,CAJA RURAL DE ALMENDRALEJO SCC
95980020140005943367,NEINVER SA
95980020140005950351,BANKINTER GESTION DE ACTIVOS SA SOCIEDAD GESTORA DE INSTITUCIONES DE INVERSION COLECTIVA
95980020140005952097,"BANCO PICHINCHA ESPAÑA, S.A"
95980020140005954522,"BIMBA Y LOLA STUDIO, S.L."
95980020140005967035,UNICORP PATRIMONIO SOCIEDAD DE VALORES SA
95980020140005970915,CACEIS BANK SPAIN S.A.
95980020140005976444,AXESOR CONOCER PARA DECIDIR SA
95980020140005977802,CAJA RURAL DE VILLAMALEA SOCIEDAD COOPERATIVA DE CREDITO AGRARIO DE CASTILLA LA MANCHA
95980020140005982749,BANCA POPOLARE ETICA SOCIETA COOPERATIVA PER AZIONI SUCURSAL EN ESPAÑA
95980020140005992740,CAJA RURAL DE NUEVA CARTEYA SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO
95980020140005993904,CAJA RURAL DE CASAS IBANEZ SOCIEDAD COOPERATIVA DE CREDITO
95980020140005997493,"BBVA, INSTITUIÇÃO FINANCEIRA DE CRÉDITO S.A."
95980020140006002537,BESTINVER SOCIEDAD DE VALORES SA
95980020140006012431,"ALDESA CONSTRUCCIONES, S.A."
95980020140006019415,LONTANA SA
95980020140006022422,BANCO DE ESPAÑA
95980020140006025332,COLONYA CAIXA D'ESTALVIS DE POLLENÇA
959800297HG5GAMCHX39,"FINANCIERE DES PAIEMENTS ELECTRONIQUES, SAS, SUCURSAL EN ESPAÑA"
9598002BMCMBU7G30F66,ATTIJARIWAFA BANK EUROPE SUCURSAL EN ESPAÑA
9598002N44FY4MZFPQ62,BCP SECURITIES SOCIEDAD DE VALORES SA
9598002P2NSC8T54P044,GRUPO LOGISTICO SESE SOCIEDAD LIMITADA
9598002U9BK2VP1RTG14,ATRADIUS CREDITO Y CAUCION SA DE SEGUROS Y REASEGUROS
95980034S6RW0S65CZ90,PRODIGIOS INTERACTIVOS SA
959800399TK91MHSHS86,GRUPO GENERALI ESPAÑA AIE
9598003BHZ02SG7LKD16,WERFEN S.A.
9598003BYPZCBMEYQ040,"TREEZOR SAS, SUCURSAL EN ESPAÑA"
95980047KSRJ50N36P30,ASTARA MOBILITY S.A.
9598004A3FTY3TEHHN09,AMADEUS IT GROUP SOCIEDAD ANONIMA
9598004BR8D81D3M1D64,SIEMENS GAMESA RENEWABLE ENERGY SA
9598004TKD4ANJUU0L89,"CEREALTO GLOBAL, S.L."
95980050FR4XC5F5QU23,CAJA RURAL DE CAÑETE DE LAS TORRES NTRA SRA DEL CAMPO SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO
9598005R0TUCNTAC6564,"VALORIZA SERVICIOS MEDIOAMBIENTALES, S.A."
9598005RQYUKA5W3GH05,"OUTPAYCE, SA"
9598005VGQZ540VDLW82,ALHAMBRA PARTNERS SV SA
95980066N7HDRRNUT755,BERGE Y COMPAÑIA SA
9598006NADCDHBCA0B85,XUNTA DE GALICIA
9598007A56S18711AH60,SECRETARÍA GENERAL DEL TESORO Y FINANCIACIÓN INTERNACIONAL
9598007PWYZP4GP23S45,BANCO INBURSA S A INSTITUCIÓN DE BANCA MÚLTIPLE GRUPO FINANCIERO INBURSA
9598007R6T2T38SXU277,HULLERAS DEL NORTE SA SME
95980086UBDXQQ7RSF85,EXOLUM CORPORATION SA
95980089WEV4R42T3W78,FCE BANK PLC SUCURSAL EN ESPAÑA
9598008EHBV6E9XVD747,ATL 12 CAPITAL INVERSIONES AV SA
9598008JTB0XRPA09978,"POPULAR BOLSA SOCIEDAD DE VALORES, S.A."
95980094X7RTNJX78325,GENERAL DE VALORES Y CAMBIOS S.A.
9598009ABANQK0EKEG52,OLINDA S.A.S. - SUCURSAL EN ESPAÑA
9598009FQU4V02AEBN25,BORGES INTERNATIONAL GROUP SL
9598009S4B0T31TXXM98,"CTI TECNOLOGIA Y GESTION, S.A. S.M.E."
9598009TN7F4HTGJD246,DEPOSITO CENTRAL DE VALORES S.A. DEPOSITO DE VALORES
9598009VU37LTWN5QM32,S. TOUS S.L.
959800AQXRU3780MW094,ARQUIA BANK S.A.
959800AXXRBEBSW7Z026,"COMERCIA GLOBAL PAYMENTS, ENTIDAD DE PAGO, SL"
959800B2TGYXCZ15T872,GOBIERNO DE NAVARRA
959800BCG62RCSR5H360,"CEVALDOM, S. A."
959800BD9GNSUT77K277,BRUC ENERGY SL
959800CV21V16FBH1P75,TOWA PHARMA INTERNATIONAL HOLDINGS S.L. (SOCIEDAD UNIPERSONAL)
959800D4AL4FC9DS3G64,"RHEINMETALL EXPAL MUNITIONS, S.A."
959800DN0D5DXFUBNB37,SOCIEDAD DE GESTIÓN DE LOS SISTEMAS DE REGISTRO COMPENSACIÓN Y LIQUIDACIÓN DE VALORES S.A.U.
959800DZC2UKMCTEN383,MODULR FINANCE B.V. SUCURSAL EN ESPAÑA
959800E7JJEKNDB5VN60,GENERALI ESPAÑA HOLDING DE ENTIDADES DE SEGUROS S.A.
959800EBASC7HZFL5051,EYEE ESTUDIOS EMPRESARIALES AGRUPACION DE INTERES ECONOMICO
959800ELNWQDZ1M50C82,"BANCO INVERSIS S.A., LUXEMBOURG BRANCH"
959800FCX0KY0H7CGQ84,COMUNIDAD AUTONOMA DE LA REGION DE MURCIA
959800FK974ZJQCF6321,GRUPO INDUKERN S.L.
959800G1LCS4S3BD0M89,COMPROMISO MEDIOLANUM F.I.
959800G1STVUPYU6NU22,MERCADONA SA
959800G42HFTN7MWAY79,JUNTA DE ANDALUCIA
959800G4QHU52BQKQE63,EURONA WIRELESS TELECOM S.A.
959800GVBTF96PA8QX52,DIPUTACION GENERAL DE ARAGON
959800H1RHMMQY9C0N54,"SOCIEDAD ESPAÑOLA DE SISTEMAS DE PAGO, S.A."
959800HBGZWHX69PE419,"ECOENER, S.A."
959800HNER9KKQWS8453,PORCELANOSA SA
959800HRCF66XSHN8R37,PAYMATICO PAYMENT INSTITUTION S.L.
959800HUFA92RBVJQJ56,UP AGANEA E.D.E. S.A.
959800J3RVTJAGV8HK03,"SOLVENTIS S.V., S.A."
959800J83DKNLV2C3R02,BARCELO CORPORACION EMPRESARIAL SA
959800JRJW1CZ63R8P20,CEMENTOS MOLINS S.A.
959800JRKSZ6YZD4EL80,MELIA HOTELS INTERNATIONAL SA
959800JTH4A3B38MJ379,GENERALITAT VALENCIANA
959800JWEHLALE4BRH36,"PKF ATTEST CAPITAL MARKETS SV, S.A"
959800K9WHQ0MGL8XU52,CAVALI S.A. I.C.L.V.
959800KASH3LCM57Q344,COMUNIDAD AUTONOMA DE MADRID
959800KBEVSTC8NYHU73,"INDUSTRIAS CARNICAS TELLO, S.A."
959800KDT5YHCYD7N805,HAMILTON COURT FX SIM SPA SUCURSAL EN ESPANA
959800KT1FVNZ7HC1R25,OPDENERGY HOLDING SA
959800KVHU10NW2KG248,"CASER VALORES E INVERSIONES, A.V. S.A."
959800KZRR6AAHB3XA44,YOID TECH SL
959800L6L2B2GGN73292,SOLTEC POWER HOLDINGS SA
959800L8KD863DP30X04,"MERLIN PROPERTIES SOCIMI, S.A."
959800LHEKKMW5L1CL09,SOCIEDAD RECTORA DE LA BOLSA DE VALORES DE BILBAO SA
959800LM1RW3PKJ4A296,MINOR HOTELS EUROPE & AMERICAS SA
959800LQ598A5RQASA61,BANCA MARCH SA
959800M0CWNLUYGGTD17,"CAIXA DE CRÉDITO AGRÍCOLA MUTUO DA CHAMUSCA, C.R.L."
